"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Zm00001eb025140",17815.4703208748,-2.6324856800065,0.0766348173345924,-34.3510400568047,1.35894433944612e-258,8.47760044317259e-256
"gene:Zm00001eb106830",4194.52533678046,-3.27695251680282,0.095611699207346,-34.2735517093607,1.94484191486484e-257,1.18569055377839e-254
"gene:Zm00001eb009250",1795.34769445485,-6.30308358326302,0.185143738987455,-34.0442707797432,4.93381782892829e-254,2.94110362802225e-251
"gene:Zm00001eb202120",5977.50794566072,-3.1079266537508,0.0914991224823792,-33.9667372695222,6.90585912265539e-253,4.02716676011372e-250
"gene:Zm00001eb409580",9373.18748911783,-3.22646022753078,0.0954820583877142,-33.7912722244573,2.64948745673042e-250,1.5121808729105e-247
"gene:Zm00001eb107560",49673.299140341,-4.00479242813048,0.118547513067825,-33.7821715908895,3.60425708248349e-250,2.01425408828374e-247
"gene:Zm00001eb168100",57155.1329764605,-3.79854205419088,0.112506825774792,-33.7627697522506,6.94441111530326e-250,3.80171077893898e-247
"gene:Zm00001eb257660",16903.9412521985,-3.47111786763146,0.103233191871107,-33.6240486680425,7.46976240679161e-248,4.0075275312437e-245
"gene:Zm00001eb133920",1852.64969335666,4.1873999258023,0.124910475899528,33.5232084870962,2.2128074236601e-246,1.16389331646435e-243
"gene:Zm00001eb104040",2644.86398458938,-3.94085006245727,0.118130121765621,-33.3602471880645,5.17409056519863e-244,2.66913421945103e-241
"gene:Zm00001eb197410",59536.6568826738,-3.0708689785185,0.0922972161956413,-33.2715232928501,9.97071145315247e-243,5.04649688171349e-240
"gene:Zm00001eb293780",2468.4381304359,6.99670720946899,0.210785390730003,33.1935111121203,1.3355806315587e-241,6.63462045214112e-239
"gene:Zm00001eb112260",33590.0788918747,-3.73716959273243,0.112938285526146,-33.0903694466591,4.08859925866922e-240,1.99412136570549e-237
"gene:Zm00001eb320280",12711.3105270403,-2.95881034233674,0.0894615307888616,-33.0735492255306,7.1360244332872e-240,3.4182831325523e-237
"gene:Zm00001eb011940",13081.6768737928,-3.38323080171173,0.10269030460016,-32.9459613045736,4.83310819623336e-238,2.27452855024491e-235
"gene:Zm00001eb164390",40582.8558883637,-2.44574769184106,0.0743130067304147,-32.911435015858,1.50810970847114e-237,6.97500740167902e-235
"gene:Zm00001eb374040",1532.9645072994,3.58859031518255,0.109203723321885,32.8614282189348,7.8218407518689e-237,3.55628607065904e-234
"gene:Zm00001eb036940",4924.07640758071,-3.69721401110445,0.112910039108355,-32.7447766407767,3.60323818449841e-235,1.6109477383195e-232
"gene:Zm00001eb092540",65908.5016865689,-3.80712494837081,0.116334303173832,-32.7257295956984,6.72561619570328e-235,2.95761728606132e-232
"gene:Zm00001eb164380",3643.16275857293,4.7811374872674,0.14644258593493,32.6485458908233,8.40317606225517e-234,3.63572899790314e-231
"gene:Zm00001eb106810",28054.7468957137,-4.54294467749386,0.139970170400927,-32.4565203034417,4.38268533556545e-231,1.86611958931021e-228
"gene:Zm00001eb392890",5919.13347823696,-2.67039666590706,0.082298385740716,-32.447740522156,5.82905134959916e-231,2.44319222582809e-228
"gene:Zm00001eb096870",42103.8545281664,-3.30411701424642,0.102473790128288,-32.2435328107797,4.33459740718649e-228,1.78885500688888e-225
"gene:Zm00001eb059380",60277.0673028337,-3.74234110186805,0.116233988159191,-32.1966161631022,1.9682697646912e-227,7.99982370270325e-225
"gene:Zm00001eb145490",2028.45375670305,-3.09785515399467,0.0963039893112194,-32.1674644648783,5.03402613764552e-227,2.01548882302001e-224
"gene:Zm00001eb011900",1912.37628580045,4.69413659628967,0.146595848259044,32.0209381918841,5.57476575970357e-225,2.19916311035365e-222
"gene:Zm00001eb188120",2544.5127506649,-3.47368458300831,0.108781365575203,-31.9327171950867,9.38813216914992e-224,3.64980645561517e-221
"gene:Zm00001eb306070",45696.7127913724,-3.14865932087825,0.0989988450243862,-31.8050106554541,5.51867562276652e-222,2.11483533686731e-219
"gene:Zm00001eb427050",831.83916088668,-5.05059185223173,0.158896666137682,-31.7853859051734,1.03060050828345e-221,3.89378290629626e-219
"gene:Zm00001eb220940",13145.1195684491,-2.73294477106925,0.0860342202444419,-31.7657876517549,1.92226313377909e-221,7.16176507828111e-219
"gene:Zm00001eb015620",2044.58684219562,5.19726737776285,0.16373090504759,31.7427389548248,3.99931066170258e-221,1.4696097054818e-218
"gene:Zm00001eb410930",8438.84776606616,-3.04910773494613,0.0960672991243892,-31.7392886313803,4.46267009713493e-221,1.61771791021141e-218
"gene:Zm00001eb322440",4762.71326436788,-3.83209412794107,0.120744867503155,-31.7371181664591,4.78125073309568e-221,1.71009401220389e-218
"gene:Zm00001eb160820",2775.78077972277,4.43197848555634,0.140158776188211,31.6211271679835,1.89208468973918e-219,6.67831207924387e-217
"gene:Zm00001eb245920",2639.13228635234,-4.48277438088251,0.141956540593109,-31.5784983358499,7.28697624113034e-219,2.53861217751067e-216
"gene:Zm00001eb156020",2484.96909346336,-3.57961783404856,0.113492467986126,-31.540576194767,2.41453812352478e-218,8.30384425173748e-216
"gene:Zm00001eb144000",1757.30415418969,-3.74247110127239,0.119230313482189,-31.388587280964,2.89627725540615e-216,9.83451106028733e-214
"gene:Zm00001eb261910",3276.74739681473,-2.91051700649778,0.0930475437560114,-31.2798907849702,8.76025497778981e-215,2.93742299724015e-212
"gene:Zm00001eb362290",1236.36670658314,-3.55593152818165,0.113714399502326,-31.270723353808,1.16724546229551e-214,3.865599941491e-212
"gene:Zm00001eb222300",2197.91397159287,3.64396080127811,0.116962638759971,31.1549127132485,4.35158786845165e-213,1.4235529825758e-210
"gene:Zm00001eb045790",7978.13212032423,-2.52526369634196,0.0812489484931078,-31.0805708034015,4.40919533607285e-212,1.42502005891752e-209
"gene:Zm00001eb411320",8942.50767369047,2.42507570772303,0.0781218213857203,31.0422320512653,1.45236640637891e-211,4.63806295846598e-209
"gene:Zm00001eb255850",7304.35738249822,-2.94073619839093,0.0948503375849173,-31.0039613275826,4.76692604392273e-211,1.50438577797914e-208
"gene:Zm00001eb328010",1092.90941828578,-3.75301012138095,0.122000082694426,-30.7623571926679,8.35827651339199e-208,2.60710194734582e-205
"gene:Zm00001eb127490",5747.2240392549,-4.09474015973996,0.13318712042124,-30.7442652622058,1.45883909201554e-207,4.49808720038126e-205
"gene:Zm00001eb011880",2462.34307173317,4.36490352310601,0.142362725839445,30.6604379578169,1.91836990764323e-206,5.84775826960564e-204
"gene:Zm00001eb366310",930.374251342731,-5.17455040568469,0.169168581288814,-30.5881291092132,1.76059806424756e-205,5.30652169364503e-203
"gene:Zm00001eb053420",3453.02973048643,-3.75284481905207,0.124076731262619,-30.2461612331555,5.86040237163952e-201,1.74672548465811e-198
"gene:Zm00001eb295750",4716.4578456657,2.88617455491091,0.0954477348655707,30.2382718560668,7.44148794352172e-201,2.19360345148319e-198
"gene:Zm00001eb128720",1448.25595109779,3.61727214457024,0.119936737778833,30.1598343556801,7.97104542303439e-200,2.32416623340106e-197
"gene:Zm00001eb116580",4142.14932592205,-5.12081281858118,0.170042092297022,-30.1149718249547,3.08563068706233e-199,8.90021969682225e-197
"gene:Zm00001eb204300",3396.95293728124,-2.45831868313702,0.0817252053883628,-30.0802998469682,8.77099359190111e-199,2.50299896917816e-196
"gene:Zm00001eb106430",44141.394995374,-3.57518274767606,0.119175454196026,-29.9993213518232,1.00154953021684e-197,2.82805959453333e-195
"gene:Zm00001eb370990",5207.14544768602,-3.29623790000182,0.110666785895399,-29.7852501392549,6.06540617764967e-195,1.69483875745263e-192
"gene:Zm00001eb352960",1671.96623297404,3.70990855382344,0.124881124680512,29.7075203583779,6.13987041391387e-194,1.69795900879628e-191
"gene:Zm00001eb430160",979.856549073947,-7.20793457390382,0.242655328440884,-29.7044149832458,6.73391104941422e-194,1.84323636633201e-191
"gene:Zm00001eb143320",1575.3279399421,-3.82434057969297,0.129405912625473,-29.5530590689577,5.99884746529464e-192,1.62544528541948e-189
"gene:Zm00001eb121900",1419.49156550584,6.5108739605134,0.221037125104129,29.4560199217493,1.05419134271903e-190,2.82786827684379e-188
"gene:Zm00001eb066320",1713.98070778407,-3.43653861311966,0.117226763617392,-29.3153074184998,6.61868448246886e-189,1.75788327962601e-186
"gene:Zm00001eb223890",4964.04386484956,-2.73736428112536,0.0935523074290147,-29.2602540370521,3.3253611497689e-188,8.74537380809322e-186
"gene:Zm00001eb079420",5869.87808889132,3.20708516057121,0.110233294374284,29.0936162143712,4.32359400565943e-186,1.12602339030888e-183
"gene:Zm00001eb346280",12111.5806462948,-2.83383770384025,0.0974526034589105,-29.0791379938361,6.59098351526746e-186,1.70003012304855e-183
"gene:Zm00001eb080840",104080.884976412,-3.52229734418081,0.121221513914837,-29.0567014915799,1.26626292437368e-185,3.23500028060228e-183
"gene:Zm00001eb349390",2080.22041423992,-2.83073602709507,0.0976721607305648,-28.9820149971275,1.10894224910006e-184,2.80635621057632e-182
"gene:Zm00001eb193660",6528.95612686865,-2.50173595227579,0.0865732360520714,-28.8973367100551,1.28956222767539e-183,3.23294455676565e-181
"gene:Zm00001eb394970",679.655196347402,-5.95327478448641,0.20654491346372,-28.8231488476337,1.10005687839317e-182,2.73231720026821e-180
"gene:Zm00001eb212520",27666.6690456775,-4.53397192518797,0.157637979856,-28.7619260874168,6.42528987430006e-182,1.5812697328266e-179
"gene:Zm00001eb379570",51872.9526580858,-3.04852370801042,0.106177634521797,-28.7115428945123,2.73807231531398e-181,6.67716271439069e-179
"gene:Zm00001eb233170",106293.030576407,-2.88152944185436,0.101030421901854,-28.5214036288358,6.35872228243269e-179,1.53669121825457e-176
"gene:Zm00001eb095310",1043.26152106301,4.35701446605816,0.153613735854422,28.3634431636195,5.71432262181518e-177,1.36863128866243e-174
"gene:Zm00001eb149900",1362.96191672639,-3.53888447720675,0.124989509340795,-28.3134520318634,2.36037722452166e-176,5.60328487148616e-174
"gene:Zm00001eb152790",4415.61686309773,2.56379517913697,0.0907365518111668,28.2553736940823,1.22262025611468e-175,2.87691126055056e-173
"gene:Zm00001eb054810",1375.53845591255,-3.63093488102524,0.128636132383349,-28.2263996417792,2.77395094631557e-175,6.47054209868829e-173
"gene:Zm00001eb056340",7519.31540962148,-2.85916301332506,0.101334249875707,-28.2151692723044,3.80988661291876e-175,8.81036279237462e-173
"gene:Zm00001eb071800",7281.20766445935,-2.57308186136902,0.0916846517055689,-28.0644776797765,2.65967976885522e-173,6.0979410085078e-171
"gene:Zm00001eb075450",1637.04914128429,4.14892523568414,0.14786779721159,28.0583420725966,3.16008085169308e-173,7.18382786836159e-171
"gene:Zm00001eb131140",1974.46639104893,5.55578701590195,0.198096279283739,28.0458928153024,4.48289171563082e-173,1.01053420396468e-170
"gene:Zm00001eb291670",35432.4966941732,-2.80439313680427,0.10014358097034,-28.0037233503249,1.46371143986958e-172,3.27200494787512e-170
"gene:Zm00001eb355980",3305.03606009145,6.75092218875954,0.241409780214172,27.9645761773625,4.3836030420323e-172,9.7181943473154e-170
"gene:Zm00001eb254510",26749.4801928355,-2.36770727942514,0.0847303700572942,-27.9440214627188,7.79277530120756e-172,1.71345243815486e-169
"gene:Zm00001eb118870",74534.0993420509,-3.2725686762066,0.117205194247839,-27.9217034467476,1.45472225332079e-171,3.17259548336018e-169
"gene:Zm00001eb015950",6490.88989277687,-2.321050102259,0.0831604294586661,-27.9105112535843,1.98905043613557e-171,4.30292564107554e-169
"gene:Zm00001eb322600",34940.2279863576,-3.56570877070466,0.127795713091469,-27.9016305355449,2.54925390031326e-171,5.47069887007225e-169
"gene:Zm00001eb344150",1678.53417848498,2.71741439778616,0.0975367216248549,27.8604237718576,8.05394309911191e-171,1.7146589177276e-168
"gene:Zm00001eb187010",1991.8844745472,3.41159928189813,0.122768955932883,27.7887781644347,5.92781355506533e-170,1.25207557964274e-167
"gene:Zm00001eb251520",41765.6772111841,-2.24344288280804,0.0808624726290308,-27.7439312683422,2.06249446907422e-169,4.32237610413406e-167
"gene:Zm00001eb364620",11714.4184645797,-4.37044824366587,0.157678672307029,-27.7174343220992,4.30444241815838e-169,8.9509044858216e-167
"gene:Zm00001eb418040",7389.74291304104,-2.59426216341352,0.0936085437949362,-27.7139463796878,4.74192828139063e-169,9.78478662679258e-167
"gene:Zm00001eb388670",1086.70606689839,-5.0986085842798,0.184237976663823,-27.6740370069477,1.43411216630987e-168,2.93664571460018e-166
"gene:Zm00001eb347850",2467.93608961845,-3.87788769608143,0.140210488218417,-27.6576149570248,2.26023226210084e-168,4.59323715385265e-166
"gene:Zm00001eb336410",18407.8445719949,-3.53466525593853,0.127983956050549,-27.6180340490683,6.75867030055228e-168,1.36316790084447e-165
"gene:Zm00001eb309980",5589.92323553627,-2.300638663512,0.0834425473033729,-27.5715296076418,2.44293908346515e-167,4.89043588910095e-165
"gene:Zm00001eb299760",37091.9930311203,-2.80538137689269,0.101883515724031,-27.5351842440494,6.65889976568346e-167,1.32314804603303e-164
"gene:Zm00001eb273380",92686.6774805005,-2.99182946741167,0.108687517772183,-27.5268911162621,8.36932405195952e-167,1.65078763010157e-164
"gene:Zm00001eb143430",2086.67749918536,-2.4337095871936,0.0884442394629573,-27.5168807145761,1.10280389713808e-166,2.15932222925028e-164
"gene:Zm00001eb433640",789.31829433449,5.90469593443328,0.214662800996442,27.5068428578417,1.45408953985179e-166,2.82651825409596e-164
"gene:Zm00001eb302400",6203.24353421439,-4.14474333428457,0.150695007826161,-27.5041847375985,1.56453602082902e-166,3.01932940710349e-164
"gene:Zm00001eb196960",2230.90824358664,-4.44169259019633,0.161510193234975,-27.5010047429903,1.70772612174053e-166,3.27212522969213e-164
"gene:Zm00001eb213670",91941.2079120434,-3.58957131286666,0.130711759314994,-27.4617320712238,5.03218759611546e-166,9.57364767842533e-164
"gene:Zm00001eb042970",31410.2792617521,-2.51108318892135,0.0915163965888564,-27.4386151828351,9.49967244734292e-166,1.79456840422517e-163
"gene:Zm00001eb192680",2002.52694697372,-3.54136521654086,0.12922690705952,-27.4042403174578,2.44129925169616e-165,4.57957009977269e-163
"gene:Zm00001eb237960",22884.9148642532,4.17445099266389,0.152505454570601,27.3724700825791,5.83469371749578e-165,1.08691429841545e-162
"gene:Zm00001eb212840",3537.96438400258,-5.33593209883835,0.194958399028583,-27.3695933359406,6.31334798850724e-165,1.16796937787384e-162
"gene:Zm00001eb324240",88822.4235067998,-3.543349303412,0.129717155682934,-27.3159651455275,2.74115925493471e-164,5.03641075435777e-162
"gene:Zm00001eb318610",2554.21923778595,-3.84545689864396,0.140787316381282,-27.3139441640441,2.89694787341192e-164,5.286437190767e-162
"gene:Zm00001eb401890",1321.95835720444,4.44464690707744,0.162863156547429,27.2906837942999,5.47159042736098e-164,9.91725764959178e-162
"gene:Zm00001eb147750",24320.4097553224,-2.31232395426581,0.0847406092862977,-27.2870819992995,6.037499439904e-164,1.08695249983507e-161
"gene:Zm00001eb389820",4485.03598248819,2.20957152783029,0.0811354314686272,27.2331272273405,2.6331781221062e-163,4.70900020836659e-161
"gene:Zm00001eb336580",59681.9085480475,-3.5587418689156,0.130693604041923,-27.2296559193061,2.89460080244256e-163,5.14222957122661e-161
"gene:Zm00001eb040890",1463.42905671403,3.27368244589723,0.120652448194738,27.1331621933885,4.00137479216102e-162,7.06163676313944e-160
"gene:Zm00001eb354640",10487.744958441,2.70518601508552,0.099728302111753,27.1255597238,4.91930674803515e-162,8.62486297490476e-160
"gene:Zm00001eb410450",727.060737915214,-4.39517762866284,0.162439759286581,-27.0572774052733,3.13604049320586e-161,5.46261598897709e-159
"gene:Zm00001eb355740",951.702805017602,4.93304810045638,0.182673944366087,27.0046618721405,1.3028654094241e-160,2.25479771663236e-158
"gene:Zm00001eb229930",5507.62126774734,3.96054921826962,0.146804333049353,26.9784217945268,2.64797622956961e-160,4.55333092039774e-158
"gene:Zm00001eb373490",3388.88473050878,-5.32292164094969,0.19734724265246,-26.9723638871594,3.11875552135268e-160,5.32870171084622e-158
"gene:Zm00001eb433870",1559.97806886976,-3.93316585912469,0.145857182010535,-26.9658703459703,3.71656272720754e-160,6.30992374413558e-158
"gene:Zm00001eb019920",1096.91463438445,-3.68170009797621,0.136605799975806,-26.9512721906996,5.51176377120988e-160,9.29893479010724e-158
"gene:Zm00001eb124950",1339.27190907305,4.15487661500321,0.154698575758193,26.8578853725043,6.82296485336118e-159,1.14391270119634e-156
"gene:Zm00001eb295610",67029.0253190826,-3.15374302490147,0.117473522551062,-26.8464157404546,9.2878245732912e-159,1.54749002595364e-156
"gene:Zm00001eb136160",1340.83935391927,3.21558768313048,0.120087428008263,26.7770551544265,5.97973797011491e-158,9.90163401532917e-156
"gene:Zm00001eb343900",76673.2119306317,-4.28998376635109,0.160404293559803,-26.7448188021954,1.41859636983314e-157,2.33459187857509e-155
"gene:Zm00001eb359280",1471.5885786348,-3.30384591895948,0.123721393713608,-26.7039177283055,4.23866980411198e-157,6.93306813995755e-155
"gene:Zm00001eb059780",1536.96164535825,-2.56462297523463,0.0961796846031091,-26.6649135502751,1.20192652491173e-156,1.95404115337923e-154
"gene:Zm00001eb179680",33823.2856652412,-3.75915580854451,0.141512516676084,-26.5641223606323,1.76407416815445e-155,2.85068009402067e-153
"gene:Zm00001eb146510",38053.2402035517,-1.74545594930661,0.0657091712744024,-26.5633535692843,1.80052238014122e-155,2.89215645792145e-153
"gene:Zm00001eb107520",2386.62766024121,-2.83699788831859,0.106804866135198,-26.5624403735257,1.84479514848185e-155,2.94563272964438e-153
"gene:Zm00001eb157170",1749.57860084789,3.29061001681495,0.124072876634521,26.5215904238928,5.46379149550782e-155,8.67255661934895e-153
"gene:Zm00001eb135050",1532.78434764208,3.19118896869581,0.120455423444529,26.492696446876,1.17649729051878e-154,1.85644351871567e-152
"gene:Zm00001eb238170",11461.7616041942,-2.27565671791179,0.085960787173386,-26.4731954271394,1.97332582239062e-154,3.09558275939348e-152
"gene:Zm00001eb401990",5414.64575557259,1.93559233433398,0.0732607439447496,26.4205934871987,7.94753347751086e-154,1.2394917763618e-151
"gene:Zm00001eb339490",32823.653729024,-3.13773625389782,0.118860852877693,-26.3983992873292,1.42939627354657e-153,2.21639046461774e-151
"gene:Zm00001eb408850",766.264377863037,4.48014064622044,0.169875964454181,26.3730108059449,2.7957617554291e-153,4.31013270628652e-151
"gene:Zm00001eb237580",1084.77063497706,-3.20073150606568,0.121479502462412,-26.3479141845848,5.42280111356689e-153,8.31237942122468e-151
"gene:Zm00001eb062880",1705.13085613535,-4.48811083337525,0.170347939785186,-26.3467279911626,5.5952073679308e-153,8.52792259345135e-151
"gene:Zm00001eb362510",4265.15600004863,-2.63579314421546,0.100092092541075,-26.3336800870039,7.89388812516857e-153,1.19634773422399e-150
"gene:Zm00001eb339970",1592.77701116526,-4.74602208346927,0.180263344151911,-26.3282704855942,9.10418086672767e-153,1.37202051544927e-150
"gene:Zm00001eb405770",4053.67177333492,-2.15641744347765,0.0819542482240282,-26.3124546952456,1.38130010506618e-152,2.0700209675084e-150
"gene:Zm00001eb080370",783.999712731171,4.33688876239612,0.164828222935468,26.3115665822233,1.41400606456716e-152,2.10726181566745e-150
"gene:Zm00001eb041460",69528.918228224,-3.05424348346815,0.116628260793517,-26.1878507206371,3.65481892426254e-151,5.41660318471506e-149
"gene:Zm00001eb012470",6894.85264314464,-4.06189358489779,0.155341960576942,-26.1480772472027,1.03641516342707e-150,1.52757344829291e-148
"gene:Zm00001eb005330",24731.4061427767,-2.13891625337674,0.0819043191365276,-26.1148163604333,2.47488027922301e-150,3.62779581913427e-148
"gene:Zm00001eb069020",1209.8546854435,-2.97799261656408,0.114195180228894,-26.0780937566276,6.46190966439641e-150,9.42069167105618e-148
"gene:Zm00001eb002270",77537.7722858978,-3.15353109744885,0.120993481315855,-26.0636446125269,9.42324246585977e-150,1.36637015754967e-147
"gene:Zm00001eb207300",1488.36211268845,-2.71930321678369,0.104434216018398,-26.0384318517278,1.8191652337794e-149,2.62360792452325e-147
"gene:Zm00001eb086990",1408.57345377707,3.47781803806849,0.133575511003135,26.0363446259761,1.92091871353501e-149,2.75554248612709e-147
"gene:Zm00001eb289470",757.334808100462,-5.14814395222608,0.198067307894703,-25.9918913774652,6.11606808414447e-149,8.72678331687103e-147
"gene:Zm00001eb327210",14966.0990479985,-2.46474088119422,0.0951310969135391,-25.9088874317756,5.28835998235037e-148,7.50583367865337e-146
"gene:Zm00001eb257510",4629.84163370607,-4.22708300275018,0.164399473108588,-25.7122661211823,8.52363264278052e-146,1.2034023454873e-143
"gene:Zm00001eb335940",3507.8779365867,-1.99832616374127,0.0778667119197942,-25.6634204074217,2.99485062050273e-145,4.20611873795736e-143
"gene:Zm00001eb355990",2885.58772061575,3.05250249248504,0.11914924570191,25.6191507927953,9.33476377675036e-145,1.3041929078715e-142
"gene:Zm00001eb151740",633.049908215215,-4.67222394258069,0.182416353030229,-25.6129665184483,1.09397494819339e-144,1.5205118127092e-142
"gene:Zm00001eb418980",1047.89198215591,-3.49351105083149,0.136575374237077,-25.579362826912,2.58894974672894e-144,3.57982355443318e-142
"gene:Zm00001eb393120",2351.6250028166,2.47458631044928,0.0968148112179525,25.559997270236,4.25110284954686e-144,5.84799148405613e-142
"gene:Zm00001eb210370",3271.25329978629,-2.24555461602716,0.0879267778366323,-25.5389162582461,7.29077204400417e-144,9.97831428981693e-142
"gene:Zm00001eb409220",3924.06012175158,-2.97777838208452,0.116803895771899,-25.4938276022888,2.307777474013e-143,3.14244318479181e-141
"gene:Zm00001eb296090",53964.6180386087,-2.98206344165576,0.116988315012628,-25.4902674795673,2.52736934261576e-143,3.42407487957918e-141
"gene:Zm00001eb425540",3084.3207501912,-2.35575880515469,0.0925960914887347,-25.4412337203379,8.82668964839862e-143,1.18982889355926e-140
"gene:Zm00001eb423310",915.296725931793,-2.92041903256346,0.114962840135479,-25.4031566123616,2.32726047500111e-142,3.12143811209524e-140
"gene:Zm00001eb138310",456.621231267005,-5.80041196253159,0.229106750746285,-25.3175078588366,2.04941506862068e-141,2.73510244854476e-139
"gene:Zm00001eb251420",646.627875081315,-3.5633158739305,0.14107702904975,-25.2579452369522,9.26372098802677e-141,1.23019463120702e-138
"gene:Zm00001eb042710",4135.94022399206,-2.17169190566637,0.0861525679058523,-25.2075121897654,3.31373712686755e-140,4.37886691764641e-138
"gene:Zm00001eb332650",46925.0069000391,-2.47960163953557,0.0986183015431033,-25.1434226785158,1.66781210035684e-139,2.19309115647412e-137
"gene:Zm00001eb385210",2922.58888040213,-2.81376741673474,0.111984450618745,-25.126411757953,2.55935528958635e-139,3.34901003137336e-137
"gene:Zm00001eb250790",1805.60238271953,-2.29333605346125,0.0914712758341307,-25.0716526313667,1.01384113997959e-138,1.32020818349285e-136
"gene:Zm00001eb031210",673.129095579592,-4.540491170514,0.181505174702904,-25.0157670597882,4.11876239089422e-138,5.33747831573611e-136
